E:\WP110382\Peak Valley - Actual Test - ELF 6 03122018 024548_pvd.CSV ,,,,,,,,,,
,,,,,,,,,,
0 to -4mm @ 25Hz, 219k cycles block.,,,,,,,,,
,,,,,,,,,,
Created ,3/12/2018,2:45:49 PM,,,,,,,,
Exported,3/12/2018,4:01:19 PM,,,,,,,,
,,,,,,,,,,
Channels,,,,,,,,,,
Disp,Load 1,Load 2,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Load 10
,,,,,,,,,,
Units,,,,,,,,,,
mm,N,N,N,N,N,N,N,N,N,N
,,,,,,,,,,
Movers,,,,,,,,,,
Axial,Temp,,,,,,,,,
,,,,,,,,,,
Workspace Unsecure,,,,,,,,,,
,,,,,,,,,,
_______________________________________________________________________________________,,,,,,,,,,
****Waveform Information is written at start of Data Acquisition, not start of waveform.****,,,,,,,,,
,,,,,,,,,,
Axial,Sine Wave,Control Channel Disp_INV,Level1: 0.000000,Level2: -4.000000,Frequency: 25.000000,Cycles: 219000,Start Frequency: 1.000000,Done Frequency: 1.000000,Done Level: 1.000000,
Temp,Sine Wave,Control Channel Temperature,Level1: 0.0,Level2: 0.0,Frequency: 1.0,Cycles: 999999,Start Frequency: 1.0,Done Frequency: 1.0,Done Level: 0.0,
_______________________________________________________________________________________,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
_______________________________________________________________________________________,,,,,,,,,,
****Tuning Parameters.****,,,,,,,,,,
118.4,112561,0,0.133,-1.882,0.002,-2.041,0.048,-1.848,0.114,-1.727
118.44,112562,0,0.136,-1.881,0.004,-2.042,0.046,-1.848,0.107,-1.731
118.48,112563,0,0.132,-1.882,0.002,-2.042,0.049,-1.848,0.107,-1.727
118.52,112564,0,0.131,-1.881,0.004,-2.041,0.048,-1.848,0.111,-1.727
118.56,112565,0,0.131,-1.881,0,-2.041,0.049,-1.848,0.109,-1.726
118.6,112566,0,0.129,-1.88,0.004,-2.04,0.048,-1.848,0.109,-1.725
118.64,112567,0,0.129,-1.881,0.004,-2.044,0.052,-1.843,0.11,-1.726
118.68,112568,0,0.129,-1.882,0.005,-2.039,0.049,-1.847,0.11,-1.727
118.72,112569,0,0.127,-1.88,0.004,-2.04,0.045,-1.845,0.112,-1.726
118.76,112570,0,0.129,-1.882,0.006,-2.041,0.05,-1.847,0.117,-1.731
118.8,112571,0,0.132,-1.88,0.006,-2.042,0.046,-1.848,0.117,-1.733
118.84,112572,0,0.132,-1.881,0.006,-2.042,0.048,-1.845,0.116,-1.729
118.88,112573,0,0.132,-1.88,0.005,-2.04,0.05,-1.847,0.118,-1.735
118.92,112574,0,0.129,-1.88,0.005,-2.041,0.045,-1.847,0.125,-1.737
118.96,112575,0,0.132,-1.881,0.002,-2.04,0.05,-1.851,0.126,-1.737
119,112576,0,0.137,-1.88,0.004,-2.04,0.05,-1.848,0.116,-1.729
119.04,112577,0,0.132,-1.882,0.002,-2.041,0.05,-1.845,0.109,-1.731
119.08,112578,0,0.132,-1.881,0.005,-2.04,0.049,-1.847,0.112,-1.727
119.12,112579,0,0.129,-1.884,0.002,-2.042,0.048,-1.847,0.112,-1.725
119.16,112580,0,0.133,-1.885,0.005,-2.042,0.052,-1.847,0.107,-1.725
119.2,112581,0,0.132,-1.884,0.004,-2.042,0.048,-1.847,0.11,-1.726
119.24,112582,0,0.136,-1.881,0.005,-2.042,0.046,-1.845,0.109,-1.729
119.28,112583,0,0.136,-1.884,0.002,-2.045,0.049,-1.851,0.111,-1.726
119.32,112584,0,0.132,-1.882,0.002,-2.041,0.048,-1.845,0.116,-1.731
119.36,112585,0,0.136,-1.884,0.005,-2.042,0.052,-1.848,0.11,-1.727
119.4,112586,0,0.132,-1.877,0.006,-2.04,0.049,-1.849,0.114,-1.727
119.44,112587,0,0.132,-1.881,0.005,-2.04,0.054,-1.843,0.12,-1.737
119.48,112588,0,0.131,-1.882,0.002,-2.042,0.05,-1.847,0.12,-1.731
119.52,112589,0,0.129,-1.881,0.005,-2.044,0.05,-1.847,0.123,-1.729
119.56,112590,0,0.131,-1.88,0.005,-2.042,0.05,-1.847,0.126,-1.738
119.6,112591,0,0.131,-1.881,0.005,-2.041,0.049,-1.847,0.116,-1.726
119.64,112592,0,0.132,-1.881,0.002,-2.04,0.045,-1.845,0.111,-1.727
119.68,112593,0,0.133,-1.881,0.004,-2.041,0.049,-1.851,0.101,-1.726
119.72,112594,0,0.132,-1.88,0.004,-2.04,0.045,-1.847,0.11,-1.724
119.76,112595,0,0.132,-1.881,0.005,-2.042,0.05,-1.847,0.105,-1.727
119.8,112596,0,0.133,-1.881,0.005,-2.041,0.048,-1.845,0.111,-1.724
119.84,112597,0,0.131,-1.881,0.005,-2.042,0.048,-1.845,0.117,-1.732
119.88,112598,0,0.129,-1.876,0,-2.037,0.049,-1.848,0.109,-1.731
119.92,112599,0,0.131,-1.881,0.002,-2.042,0.046,-1.845,0.111,-1.727
119.96,112600,0,0.136,-1.882,0.004,-2.041,0.05,-1.847,0.109,-1.731
120,112601,0,0.133,-1.881,0.006,-2.042,0.049,-1.848,0.109,-1.722
120.04,112602,0,0.132,-1.88,0.004,-2.037,0.045,-1.847,0.117,-1.732
120.08,112603,0,0.136,-1.88,0.004,-2.037,0.048,-1.849,0.12,-1.731
120.12,112604,0,0.132,-1.882,0.002,-2.041,0.049,-1.845,0.126,-1.737
120.16,112605,0,0.129,-1.882,0.006,-2.042,0.049,-1.847,0.125,-1.737
120.2,112606,0,0.131,-1.881,0.004,-2.041,0.048,-1.847,0.114,-1.725
120.24,112607,0,0.133,-1.881,0.005,-2.044,0.048,-1.843,0.109,-1.727
120.28,112608,0,0.137,-1.881,0.005,-2.04,0.049,-1.849,0.105,-1.732
120.32,112609,0,0.131,-1.881,0.004,-2.041,0.049,-1.843,0.107,-1.729
120.36,112610,0,0.132,-1.88,0.007,-2.04,0.049,-1.847,0.105,-1.726
120.4,112611,0,0.131,-1.88,0.005,-2.042,0.046,-1.845,0.11,-1.737
120.44,112612,0,0.133,-1.88,0,-2.041,0.05,-1.845,0.105,-1.731
120.48,112613,0,0.131,-1.881,0.005,-2.042,0.049,-1.847,0.11,-1.731
120.52,112614,0,0.132,-1.882,0.004,-2.042,0.05,-1.845,0.117,-1.731
120.56,112615,0,0.133,-1.881,0.006,-2.04,0.048,-1.845,0.109,-1.722
120.6,112616,0,0.132,-1.88,0.005,-2.041,0.049,-1.848,0.112,-1.733
120.64,112617,0,0.132,-1.88,0.005,-2.041,0.054,-1.843,0.118,-1.732
120.68,112618,0,0.126,-1.881,0.004,-2.041,0.052,-1.848,0.125,-1.733
120.72,112619,0,0.129,-1.881,0.006,-2.04,0.05,-1.847,0.121,-1.731
120.76,112620,0,0.133,-1.881,0.005,-2.041,0.054,-1.845,0.126,-1.737
120.8,112621,0,0.132,-1.882,0.006,-2.04,0.05,-1.845,0.117,-1.731
120.84,112622,0,0.132,-1.88,0.007,-2.041,0.046,-1.847,0.109,-1.735
120.88,112623,0,0.133,-1.882,0.004,-2.04,0.049,-1.845,0.109,-1.729
120.92,112624,0,0.132,-1.881,0,-2.042,0.046,-1.847,0.106,-1.727
120.96,112625,0,0.133,-1.882,0.005,-2.041,0.049,-1.847,0.109,-1.722
121,112626,0,0.133,-1.881,0.002,-2.041,0.049,-1.849,0.107,-1.731
121.04,112627,0,0.136,-1.877,0.006,-2.039,0.046,-1.847,0.11,-1.725
121.08,112628,0,0.132,-1.884,0.002,-2.039,0.049,-1.848,0.111,-1.727
121.12,112629,0,0.132,-1.881,0.004,-2.041,0.048,-1.848,0.107,-1.724
121.16,112630,0,0.129,-1.882,0.006,-2.041,0.05,-1.845,0.107,-1.729
121.2,112631,0,0.132,-1.881,0.004,-2.041,0.048,-1.847,0.111,-1.731
121.24,112632,0,0.133,-1.882,0.005,-2.041,0.049,-1.845,0.11,-1.732
121.28,112633,0,0.133,-1.881,0.005,-2.041,0.046,-1.851,0.117,-1.735
121.32,112634,0,0.132,-1.88,0.005,-2.041,0.045,-1.845,0.117,-1.738
121.36,112635,0,0.136,-1.88,0.004,-2.042,0.05,-1.845,0.123,-1.737
121.4,112636,0,0.132,-1.881,0.004,-2.042,0.046,-1.847,0.112,-1.725
121.44,112637,0,0.129,-1.88,0.004,-2.041,0.046,-1.845,0.111,-1.733
121.48,112638,0,0.131,-1.882,0.004,-2.04,0.05,-1.847,0.107,-1.729
121.52,112639,0,0.131,-1.88,0.002,-2.04,0.043,-1.848,0.107,-1.726
121.56,112640,0,0.136,-1.881,0.004,-2.042,0.052,-1.845,0.106,-1.729
121.6,112641,0,0.129,-1.881,0,-2.041,0.048,-1.849,0.106,-1.731
121.64,112642,0,0.133,-1.881,0.002,-2.04,0.05,-1.847,0.105,-1.724
121.68,112643,0,0.132,-1.88,0.002,-2.04,0.048,-1.849,0.11,-1.729
121.72,112644,0,0.131,-1.881,0.005,-2.041,0.046,-1.847,0.105,-1.725
121.76,112645,0,0.133,-1.881,0.004,-2.041,0.048,-1.847,0.111,-1.735
121.8,112646,0,0.132,-1.881,0.005,-2.042,0.046,-1.848,0.112,-1.729
121.84,112647,0,0.137,-1.88,0.004,-2.041,0.052,-1.847,0.118,-1.735
121.88,112648,0,0.131,-1.881,0,-2.042,0.05,-1.853,0.11,-1.725
121.92,112649,0,0.131,-1.88,0.005,-2.04,0.046,-1.845,0.11,-1.735
121.96,112650,0,0.132,-1.877,0.002,-2.04,0.046,-1.845,0.1,-1.721
122,112651,0,0.132,-1.88,0.004,-2.04,0.046,-1.847,0.109,-1.726
122.04,112652,0,0.136,-1.881,0.004,-2.04,0.049,-1.847,0.111,-1.725
122.08,112653,0,0.133,-1.88,0.002,-2.042,0.046,-1.847,0.114,-1.727
122.12,112654,0,0.133,-1.882,0.005,-2.041,0.048,-1.845,0.117,-1.731
122.16,112655,0,0.137,-1.881,0.005,-2.037,0.049,-1.847,0.12,-1.732
122.2,112656,0,0.132,-1.881,0.004,-2.04,0.043,-1.847,0.118,-1.735
122.24,112657,0,0.133,-1.88,0.004,-2.041,0.046,-1.843,0.126,-1.738
122.28,112658,0,0.127,-1.881,0.005,-2.04,0.045,-1.845,0.125,-1.729
122.32,112659,0,0.129,-1.88,0.004,-2.042,0.044,-1.847,0.11,-1.732
122.36,112660,0,0.131,-1.88,0.005,-2.041,0.046,-1.843,0.116,-1.729
122.4,112661,0,0.138,-1.881,0.004,-2.042,0.048,-1.849,0.107,-1.726
122.44,112662,0,0.136,-1.877,0.005,-2.042,0.044,-1.842,0.106,-1.721
122.48,112663,0,0.133,-1.88,0.005,-2.041,0.049,-1.847,0.112,-1.724
122.52,112664,0,0.133,-1.877,0.002,-2.041,0.043,-1.847,0.104,-1.729
122.56,112665,0,0.136,-1.881,0.004,-2.042,0.045,-1.845,0.11,-1.726
122.6,112666,0,0.136,-1.881,0.005,-2.042,0.044,-1.848,0.105,-1.726
122.64,112667,0,0.133,-1.88,0.004,-2.041,0.05,-1.843,0.116,-1.727
122.68,112668,0,0.136,-1.876,0.004,-2.04,0.049,-1.843,0.109,-1.726
122.72,112669,0,0.137,-1.88,0,-2.042,0.045,-1.845,0.117,-1.724
122.76,112670,0,0.133,-1.88,0,-2.041,0.052,-1.848,0.112,-1.735
122.8,112671,0,0.136,-1.877,0.002,-2.041,0.046,-1.847,0.112,-1.727
122.84,112672,0,0.132,-1.877,0.002,-2.041,0.046,-1.842,0.11,-1.727
122.88,112673,0,0.138,-1.877,0.005,-2.041,0.049,-1.845,0.11,-1.727
122.92,112674,0,0.132,-1.88,0.002,-2.039,0.048,-1.843,0.106,-1.726
122.96,112675,0,0.132,-1.881,0.002,-2.042,0.048,-1.847,0.109,-1.724
123,112676,0,0.137,-1.88,0.005,-2.041,0.046,-1.851,0.107,-1.731
123.04,112677,0,0.132,-1.88,0,-2.042,0.046,-1.845,0.112,-1.732
123.08,112678,0,0.137,-1.88,0.004,-2.04,0.048,-1.847,0.116,-1.72
123.12,112679,0,0.131,-1.881,0,-2.04,0.046,-1.849,0.125,-1.721
123.16,112680,0,0.136,-1.88,0.002,-2.04,0.048,-1.845,0.125,-1.729
123.2,112681,0,0.132,-1.877,-0.002,-2.042,0.048,-1.849,0.116,-1.726
123.24,112682,0,0.133,-1.877,0.004,-2.04,0.045,-1.848,0.106,-1.733
123.28,112683,0,0.129,-1.88,0,-2.041,0.049,-1.847,0.106,-1.731
123.32,112684,0,0.133,-1.877,0.002,-2.041,0.046,-1.848,0.109,-1.727
123.36,112685,0,0.136,-1.88,0.002,-2.041,0.045,-1.848,0.106,-1.731
123.4,112686,0,0.133,-1.884,0.004,-2.042,0.045,-1.852,0.109,-1.731
123.44,112687,0,0.132,-1.88,0,-2.041,0.045,-1.849,0.11,-1.727
123.48,112688,0,0.133,-1.882,0.002,-2.041,0.052,-1.845,0.106,-1.724
123.52,112689,0,0.131,-1.882,0.004,-2.04,0.045,-1.849,0.109,-1.726
123.56,112690,0,0.133,-1.88,0.002,-2.041,0.052,-1.847,0.11,-1.731
123.6,112691,0,0.129,-1.881,0.005,-2.039,0.049,-1.849,0.116,-1.732
123.64,112692,0,0.132,-1.884,0.002,-2.04,0.049,-1.847,0.114,-1.733
123.68,112693,0,0.132,-1.88,0,-2.04,0.049,-1.849,0.123,-1.731
123.72,112694,0,0.131,-1.88,0.002,-2.039,0.046,-1.847,0.125,-1.727
123.76,112695,0,0.131,-1.881,0.002,-2.04,0.05,-1.849,0.118,-1.729
123.8,112696,0,0.132,-1.882,0.005,-2.041,0.048,-1.851,0.111,-1.726
123.84,112697,0,0.131,-1.88,0.004,-2.041,0.048,-1.848,0.107,-1.729
123.88,112698,0,0.129,-1.88,0.002,-2.04,0.048,-1.847,0.101,-1.722
123.92,112699,0,0.132,-1.881,-0.001,-2.044,0.045,-1.848,0.106,-1.729
123.96,112700,0,0.133,-1.881,0.002,-2.041,0.052,-1.845,0.111,-1.726
124,112701,0,0.133,-1.88,0.004,-2.04,0.05,-1.849,0.111,-1.729
124.04,112702,0,0.133,-1.881,0.004,-2.04,0.045,-1.849,0.107,-1.726
124.08,112703,0,0.132,-1.876,0.002,-2.041,0.05,-1.849,0.112,-1.725
124.12,112704,0,0.127,-1.881,-0.001,-2.041,0.046,-1.847,0.111,-1.735
124.16,112705,0,0.136,-1.881,0.004,-2.042,0.05,-1.847,0.116,-1.729
124.2,112706,0,0.136,-1.881,0.002,-2.04,0.05,-1.852,0.12,-1.738
124.24,112707,0,0.132,-1.876,0.002,-2.04,0.049,-1.848,0.125,-1.735
124.28,112708,0,0.136,-1.877,0.004,-2.04,0.048,-1.848,0.126,-1.737
124.32,112709,0,0.133,-1.876,0.004,-2.039,0.045,-1.847,0.118,-1.729
124.36,112710,0,0.136,-1.881,0.002,-2.04,0.049,-1.848,0.11,-1.727
124.4,112711,0,0.133,-1.88,0.002,-2.041,0.045,-1.852,0.107,-1.726
124.44,112712,0,0.133,-1.882,0.007,-2.041,0.046,-1.847,0.106,-1.726
124.48,112713,0,0.137,-1.877,0.004,-2.041,0.05,-1.845,0.109,-1.727
124.52,112714,0,0.133,-1.88,0.002,-2.044,0.05,-1.847,0.107,-1.726
124.56,112715,0,0.132,-1.88,0,-2.042,0.049,-1.845,0.105,-1.729
124.6,112716,0,0.136,-1.884,0.002,-2.044,0.049,-1.848,0.107,-1.726
124.64,112717,0,0.136,-1.881,0.004,-2.042,0.046,-1.847,0.107,-1.726
124.68,112718,0,0.133,-1.881,0.002,-2.042,0.052,-1.847,0.11,-1.727
124.72,112719,0,0.133,-1.88,0.004,-2.041,0.05,-1.845,0.117,-1.733
124.76,112720,0,0.132,-1.877,0.004,-2.042,0.048,-1.845,0.123,-1.727
124.8,112721,0,0.137,-1.881,0,-2.04,0.048,-1.847,0.123,-1.726
124.84,112722,0,0.131,-1.881,0,-2.042,0.05,-1.848,0.123,-1.737
124.88,112723,0,0.131,-1.885,-0.001,-2.041,0.049,-1.847,0.112,-1.727
124.92,112724,0,0.131,-1.881,0.004,-2.041,0.045,-1.848,0.107,-1.733
124.96,112725,0,0.133,-1.881,0,-2.041,0.049,-1.848,0.106,-1.727
125,112726,0,0.136,-1.885,0,-2.04,0.049,-1.852,0.106,-1.733
125.04,112727,0,0.133,-1.88,0,-2.042,0.048,-1.843,0.105,-1.726
125.08,112728,0,0.131,-1.88,0.002,-2.041,0.05,-1.845,0.11,-1.725
125.12,112729,0,0.136,-1.884,0.002,-2.042,0.049,-1.845,0.107,-1.724
125.16,112730,0,0.131,-1.882,0,-2.042,0.052,-1.847,0.11,-1.726
125.2,112731,0,0.132,-1.882,-0.001,-2.041,0.049,-1.849,0.107,-1.726
125.24,112732,0,0.131,-1.884,0.004,-2.042,0.05,-1.847,0.114,-1.732
125.28,112733,0,0.133,-1.88,-0.001,-2.041,0.054,-1.847,0.111,-1.726
125.32,112734,0,0.136,-1.885,0.004,-2.044,0.049,-1.845,0.118,-1.735
125.36,112735,0,0.133,-1.881,0.002,-2.041,0.05,-1.843,0.118,-1.737
125.4,112736,0,0.133,-1.882,0.004,-2.039,0.046,-1.849,0.125,-1.737
125.44,112737,0,0.133,-1.88,-0.001,-2.041,0.048,-1.845,0.125,-1.731
125.48,112738,0,0.131,-1.882,0.004,-2.041,0.048,-1.847,0.129,-1.737
125.52,112739,0,0.133,-1.881,0,-2.041,0.049,-1.847,0.118,-1.726
125.56,112740,0,0.131,-1.884,-0.001,-2.041,0.052,-1.845,0.111,-1.733
125.6,112741,0,0.131,-1.88,0,-2.04,0.049,-1.848,0.106,-1.729
125.64,112742,0,0.133,-1.88,-0.001,-2.041,0.05,-1.848,0.11,-1.732
125.68,112743,0,0.132,-1.88,0.004,-2.041,0.049,-1.848,0.105,-1.729
125.72,112744,0,0.133,-1.882,0,-2.041,0.046,-1.847,0.107,-1.727
125.76,112745,0,0.132,-1.882,0,-2.042,0.05,-1.849,0.11,-1.726
125.8,112746,0,0.133,-1.881,0.002,-2.041,0.048,-1.847,0.106,-1.725
125.84,112747,0,0.132,-1.881,0.004,-2.041,0.049,-1.845,0.11,-1.727
125.88,112748,0,0.131,-1.882,0.005,-2.046,0.05,-1.848,0.105,-1.727
125.92,112749,0,0.132,-1.881,-0.001,-2.042,0.046,-1.847,0.11,-1.732
125.96,112750,0,0.132,-1.881,-0.004,-2.039,0.054,-1.847,0.11,-1.727
126,112751,0,0.131,-1.88,-0.001,-2.04,0.048,-1.849,0.11,-1.732
126.04,112752,0,0.131,-1.88,0.002,-2.041,0.048,-1.845,0.118,-1.731
126.08,112753,0,0.136,-1.884,0,-2.041,0.054,-1.845,0.118,-1.738
126.12,112754,0,0.136,-1.88,0,-2.04,0.048,-1.849,0.121,-1.738
126.16,112755,0,0.132,-1.88,0.002,-2.04,0.055,-1.845,0.123,-1.729
126.2,112756,0,0.131,-1.881,0,-2.039,0.049,-1.847,0.131,-1.741
126.24,112757,0,0.132,-1.884,0.002,-2.041,0.048,-1.845,0.118,-1.731
126.28,112758,0,0.131,-1.88,-0.004,-2.04,0.052,-1.848,0.116,-1.725
126.32,112759,0,0.133,-1.882,-0.001,-2.042,0.049,-1.849,0.106,-1.737
126.36,112760,0,0.132,-1.881,0.002,-2.039,0.048,-1.847,0.105,-1.725
126.4,112761,0,0.132,-1.881,0.004,-2.04,0.048,-1.849,0.111,-1.731
126.44,112762,0,0.131,-1.88,0.005,-2.041,0.046,-1.845,0.107,-1.731
126.48,112763,0,0.129,-1.881,0.002,-2.042,0.048,-1.849,0.111,-1.729
126.52,112764,0,0.129,-1.88,0.004,-2.041,0.046,-1.848,0.109,-1.729
126.56,112765,0,0.137,-1.884,0.002,-2.041,0.046,-1.847,0.105,-1.731
126.6,112766,0,0.131,-1.881,-0.001,-2.041,0.046,-1.849,0.105,-1.724
126.64,112767,0,0.136,-1.882,0.004,-2.041,0.048,-1.851,0.11,-1.732
126.68,112768,0,0.132,-1.881,-0.001,-2.042,0.049,-1.845,0.114,-1.729
126.72,112769,0,0.132,-1.88,0.002,-2.039,0.046,-1.847,0.121,-1.726
126.76,112770,0,0.133,-1.88,0,-2.039,0.046,-1.845,0.112,-1.733
126.8,112771,0,0.132,-1.881,0.002,-2.042,0.049,-1.852,0.105,-1.729
126.84,112772,0,0.136,-1.881,-0.001,-2.04,0.044,-1.848,0.109,-1.727
126.88,112773,0,0.132,-1.882,0,-2.042,0.049,-1.848,0.107,-1.729
126.92,112774,0,0.136,-1.881,0.004,-2.042,0.05,-1.851,0.111,-1.726
126.96,112775,0,0.132,-1.881,-0.001,-2.041,0.052,-1.845,0.112,-1.726
127,112776,0,0.133,-1.882,0,-2.04,0.046,-1.849,0.11,-1.729
127.04,112777,0,0.133,-1.882,0.002,-2.042,0.049,-1.848,0.116,-1.726
127.08,112778,0,0.136,-1.88,-0.002,-2.041,0.05,-1.847,0.116,-1.731
127.12,112779,0,0.132,-1.882,0.005,-2.04,0.046,-1.849,0.123,-1.735
127.16,112780,0,0.132,-1.88,0,-2.039,0.05,-1.848,0.121,-1.727
127.2,112781,0,0.131,-1.884,-0.001,-2.041,0.049,-1.849,0.116,-1.738
127.24,112782,0,0.131,-1.881,0.004,-2.04,0.049,-1.847,0.117,-1.733
127.28,112783,0,0.132,-1.884,0.004,-2.039,0.052,-1.848,0.116,-1.726
127.32,112784,0,0.131,-1.884,0.002,-2.04,0.054,-1.851,0.117,-1.727
127.36,112785,0,0.131,-1.882,-0.001,-2.04,0.056,-1.847,0.11,-1.724
127.4,112786,0,0.132,-1.881,0.004,-2.041,0.05,-1.849,0.107,-1.727
127.44,112787,0,0.136,-1.882,0.004,-2.04,0.048,-1.851,0.105,-1.724
127.48,112788,0,0.129,-1.88,-0.002,-2.037,0.05,-1.851,0.109,-1.726
127.52,112789,0,0.131,-1.881,0,-2.041,0.049,-1.852,0.109,-1.727
127.56,112790,0,0.127,-1.881,0.004,-2.04,0.055,-1.849,0.11,-1.727
127.6,112791,0,0.127,-1.884,0,-2.041,0.05,-1.852,0.111,-1.724
127.64,112792,0,0.132,-1.882,0.002,-2.042,0.045,-1.852,0.116,-1.732
127.68,112793,0,0.131,-1.882,0.004,-2.044,0.05,-1.852,0.121,-1.733
127.72,112794,0,0.132,-1.881,0,-2.041,0.048,-1.854,0.127,-1.733
127.76,112795,0,0.131,-1.881,0.006,-2.039,0.049,-1.851,0.129,-1.738
127.8,112796,0,0.131,-1.881,-0.001,-2.039,0.049,-1.852,0.12,-1.731
127.84,112797,0,0.133,-1.884,0.004,-2.04,0.046,-1.849,0.11,-1.731
127.88,112798,0,0.131,-1.881,0,-2.039,0.056,-1.851,0.111,-1.729
127.92,112799,0,0.131,-1.882,0.004,-2.04,0.049,-1.852,0.117,-1.733
127.96,112800,0,0.131,-1.882,0.002,-2.039,0.05,-1.851,0.111,-1.729
128,112801,0,0.131,-1.886,0.002,-2.042,0.05,-1.852,0.107,-1.729
128.04,112802,0,0.132,-1.882,0.004,-2.041,0.049,-1.851,0.106,-1.727
128.08,112803,0,0.133,-1.885,0.004,-2.041,0.054,-1.852,0.109,-1.726
128.12,112804,0,0.133,-1.881,0.005,-2.036,0.048,-1.851,0.107,-1.724
128.16,112805,0,0.132,-1.882,0.005,-2.039,0.049,-1.849,0.114,-1.724
128.2,112806,0,0.131,-1.882,0.004,-2.037,0.05,-1.854,0.117,-1.731
128.24,112807,0,0.129,-1.886,0.005,-2.041,0.05,-1.851,0.12,-1.735
128.28,112808,0,0.132,-1.884,0.002,-2.042,0.054,-1.851,0.126,-1.732
128.32,112809,0,0.132,-1.882,0.002,-2.04,0.05,-1.852,0.129,-1.733
128.36,112810,0,0.131,-1.882,0,-2.039,0.05,-1.849,0.126,-1.738
128.4,112811,0,0.131,-1.884,0.002,-2.041,0.052,-1.854,0.116,-1.731
128.44,112812,0,0.129,-1.884,0.007,-2.04,0.049,-1.851,0.111,-1.731
128.48,112813,0,0.127,-1.885,0.006,-2.037,0.055,-1.851,0.109,-1.727
128.52,112814,0,0.129,-1.884,0.007,-2.039,0.052,-1.849,0.112,-1.732
128.56,112815,0,0.129,-1.885,0.005,-2.039,0.049,-1.851,0.11,-1.726
128.6,112816,0,0.131,-1.884,0.002,-2.04,0.048,-1.852,0.109,-1.729
128.64,112817,0,0.127,-1.884,0.007,-2.04,0.048,-1.849,0.112,-1.727
128.68,112818,0,0.127,-1.881,0,-2.041,0.049,-1.851,0.109,-1.729
128.72,112819,0,0.133,-1.885,0.004,-2.044,0.048,-1.851,0.114,-1.726
128.76,112820,0,0.129,-1.882,0.004,-2.041,0.052,-1.851,0.11,-1.724
128.8,112821,0,0.129,-1.885,0.004,-2.042,0.054,-1.853,0.117,-1.731
128.84,112822,0,0.129,-1.884,0.002,-2.039,0.049,-1.848,0.123,-1.731
128.88,112823,0,0.127,-1.882,0.002,-2.04,0.054,-1.848,0.127,-1.731
128.92,112824,0,0.132,-1.885,0.006,-2.04,0.052,-1.851,0.131,-1.741
128.96,112825,0,0.131,-1.885,0.002,-2.04,0.05,-1.851,0.128,-1.731
129,112826,0,0.129,-1.884,0.002,-2.042,0.05,-1.852,0.12,-1.733
129.04,112827,0,0.127,-1.884,0.006,-2.04,0.052,-1.851,0.118,-1.724
129.08,112828,0,0.129,-1.886,-0.001,-2.039,0.048,-1.851,0.107,-1.733
129.12,112829,0,0.129,-1.884,0.004,-2.04,0.05,-1.853,0.107,-1.727
129.16,112830,0,0.129,-1.881,0.005,-2.039,0.05,-1.849,0.109,-1.724
129.2,112831,0,0.132,-1.882,0.004,-2.041,0.05,-1.852,0.106,-1.725
129.24,112832,0,0.131,-1.886,0.004,-2.041,0.05,-1.851,0.109,-1.726
129.28,112833,0,0.126,-1.886,0.007,-2.041,0.05,-1.851,0.107,-1.725
129.32,112834,0,0.127,-1.884,0.004,-2.04,0.049,-1.852,0.111,-1.726
129.36,112835,0,0.129,-1.885,0.005,-2.04,0.049,-1.848,0.109,-1.727
129.4,112836,0,0.126,-1.884,0.005,-2.04,0.054,-1.852,0.111,-1.731
129.44,112837,0,0.127,-1.885,0.005,-2.041,0.052,-1.852,0.111,-1.727
129.48,112838,0,0.131,-1.885,0.005,-2.044,0.05,-1.849,0.12,-1.737
129.52,112839,0,0.132,-1.882,0.005,-2.04,0.052,-1.851,0.125,-1.732
129.56,112840,0,0.129,-1.882,0.005,-2.041,0.052,-1.848,0.127,-1.731
129.6,112841,0,0.127,-1.885,0.004,-2.042,0.049,-1.852,0.121,-1.74
129.64,112842,0,0.129,-1.885,0.006,-2.042,0.046,-1.851,0.127,-1.737
129.68,112843,0,0.126,-1.884,0.004,-2.042,0.048,-1.849,0.117,-1.725
129.72,112844,0,0.127,-1.884,0.002,-2.04,0.049,-1.852,0.114,-1.729
129.76,112845,0,0.131,-1.882,0.002,-2.039,0.05,-1.849,0.107,-1.725
129.8,112846,0,0.127,-1.884,-0.005,-2.04,0.054,-1.852,0.107,-1.729
129.84,112847,0,0.129,-1.886,0.006,-2.042,0.05,-1.852,0.107,-1.724
129.88,112848,0,0.127,-1.882,0.006,-2.041,0.054,-1.848,0.111,-1.729
129.92,112849,0,0.127,-1.884,0.004,-2.044,0.048,-1.851,0.106,-1.727
129.96,112850,0,0.129,-1.885,0.002,-2.042,0.054,-1.848,0.107,-1.724
130,112851,0,0.131,-1.885,0.005,-2.046,0.05,-1.854,0.11,-1.729
130.04,112852,0,0.129,-1.886,0.005,-2.046,0.046,-1.852,0.117,-1.726
130.08,112853,0,0.127,-1.884,0.002,-2.045,0.05,-1.849,0.117,-1.735
130.12,112854,0,0.129,-1.885,0.004,-2.044,0.052,-1.852,0.121,-1.732
130.16,112855,0,0.129,-1.885,0.004,-2.046,0.05,-1.849,0.121,-1.729
130.2,112856,0,0.129,-1.884,0.002,-2.045,0.05,-1.852,0.123,-1.726
